"PedigreeNodeId","Temp","V:0","V:1","V:2","Pres","AsH3","GaMe3","CH4","H2","Points:0","Points:1","Points:2"
1744,303.15,0,0,-5,0.013118,0.14503,0.0063126,0,0.84865,-0.99848,-5.6626,10.16
2305,297.07,0.14845,0.83893,-3.8156,0.015038,0.14709,0.006394,9.0624e-06,0.8465,-0.9311,-5.2805,9.2264
1842,293.15,0,0,0,0.015125,0.14808,0.0064426,9.3332e-06,0.84547,-0.99848,-5.6626,9.2264
6,303.15,0,0,-5,0.012674,0.14503,0.0063126,0,0.84865,0,-5.362,10.16
2,303.15,0,0,-5,0.013118,0.14503,0.0063126,0,0.84865,0,-5.75,10.16
175,297.07,0.00095101,0.85196,-3.8156,0.015038,0.14709,0.006394,9.0625e-06,0.8465,0,-5.362,9.2264
130,293.15,0,0,0,0.015125,0.14808,0.0064426,9.3333e-06,0.84547,0,-5.75,9.2264
1762,303.15,0,0,-5,0.012065,0.14503,0.0063126,0,0.84865,-0.86373,4.8984,10.16
27,303.15,0,0,-5,0.012065,0.14503,0.0063126,0,0.84865,0,4.974,10.16
2306,299.6,0.18584,-1.0691,-5.2928,0.014906,0.14649,0.0063651,8.7365e-06,0.84714,-0.86373,4.8984,9.2264
709,299.6,-0.0019139,-1.0851,-5.2927,0.014906,0.14649,0.0063651,8.7366e-06,0.84714,0,4.974,9.2264
5,303.15,0,0,-5,0.012065,0.14503,0.0063126,0,0.84865,0,-4.974,10.16
1778,303.15,0,0,-5,0.012065,0.14503,0.0063126,0,0.84865,-0.86373,-4.8984,10.16
176,299.6,0.0019139,1.0851,-5.2927,0.014906,0.14649,0.0063651,8.7366e-06,0.84714,0,-4.974,9.2264
2307,299.6,0.18961,1.0684,-5.2928,0.014906,0.14649,0.0063651,8.7365e-06,0.84714,-0.86373,-4.8984,9.2264
1779,303.15,0,0,-5,0.011668,0.14503,0.0063126,0,0.84865,-0.79635,4.5163,10.16
28,303.15,0,0,-5,0.011668,0.14503,0.0063126,0,0.84865,0,4.586,10.16
2308,301.45,0.14426,-0.8398,-5.7582,0.014794,0.1461,0.0063474,8.6352e-06,0.84754,-0.79635,4.5163,9.2264
708,301.45,-0.0028705,-0.85206,-5.7582,0.014794,0.1461,0.0063474,8.6352e-06,0.84754,0,4.586,9.2264
4,303.15,0,0,-5,0.011668,0.14503,0.0063126,0,0.84865,0,-4.586,10.16
1795,303.15,0,0,-5,0.011668,0.14503,0.0063126,0,0.84865,-0.79635,-4.5163,10.16
177,301.45,0.0028705,0.85206,-5.7582,0.014794,0.1461,0.0063474,8.6352e-06,0.84754,0,-4.586,9.2264
2309,301.45,0.14992,0.83879,-5.7582,0.014794,0.1461,0.0063474,8.6351e-06,0.84754,-0.79635,-4.5163,9.2264
1796,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,-0.72897,4.1342,10.16
29,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,0,4.198,10.16
2310,302.95,0.063874,-0.38984,-5.8044,0.014722,0.14585,0.0063361,8.849e-06,0.84781,-0.72897,4.1342,9.2264
707,302.95,-0.0037962,-0.39497,-5.8044,0.014722,0.14585,0.0063361,8.8491e-06,0.84781,0,4.198,9.2264
3,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,0,-4.198,10.16
1812,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,-0.72897,-4.1342,10.16
178,302.95,0.0037962,0.39497,-5.8044,0.014722,0.14585,0.0063361,8.8491e-06,0.84781,0,-4.198,9.2264
2311,302.95,0.071355,0.38851,-5.8044,0.014722,0.14585,0.0063361,8.849e-06,0.84781,-0.72897,-4.1342,9.2264
1797,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,-1.4358,3.9448,10.16
2312,302.95,0.12985,-0.37347,-5.8043,0.014722,0.14585,0.0063361,8.849e-06,0.84781,-1.4358,3.9448,9.2264
1798,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,-2.099,3.6356,10.16
2313,302.95,0.19274,-0.3463,-5.8041,0.014721,0.14585,0.0063361,8.8493e-06,0.84781,-2.099,3.6356,9.2264
1799,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,-2.6984,3.2159,10.16
2314,302.95,0.25109,-0.30831,-5.8038,0.014721,0.14585,0.0063361,8.8495e-06,0.84781,-2.6984,3.2159,9.2264
1800,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-3.2159,2.6984,10.16
2315,302.95,0.30219,-0.25915,-5.8039,0.014721,0.14585,0.0063361,8.8485e-06,0.84781,-3.2159,2.6984,9.2264
1801,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-3.6356,2.099,10.16
2316,302.95,0.34176,-0.20084,-5.8044,0.014721,0.14585,0.0063361,8.8456e-06,0.84781,-3.6356,2.099,9.2264
1802,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-3.9448,1.4358,10.16
2317,302.95,0.36979,-0.13811,-5.805,0.014721,0.14585,0.0063361,8.8422e-06,0.84781,-3.9448,1.4358,9.2264
1803,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-4.1342,0.72897,10.16
2318,302.95,0.3879,-0.072349,-5.8052,0.014721,0.14585,0.0063361,8.8404e-06,0.84781,-4.1342,0.72897,9.2264
1804,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-4.198,1.3989e-14,10.16
2319,302.95,0.39493,-0.0038402,-5.8052,0.014721,0.14585,0.0063361,8.8401e-06,0.84781,-4.198,1.2032e-14,9.2264
1805,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-4.1342,-0.72897,10.16
2320,302.95,0.38925,0.064788,-5.8051,0.014721,0.14585,0.0063361,8.8404e-06,0.84781,-4.1342,-0.72897,9.2264
1806,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-3.9448,-1.4358,10.16
2321,302.95,0.37243,0.1309,-5.8049,0.014721,0.14585,0.0063361,8.842e-06,0.84781,-3.9448,-1.4358,9.2264
1807,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-3.6356,-2.099,10.16
2322,302.95,0.3456,0.19419,-5.8044,0.014721,0.14585,0.0063361,8.8454e-06,0.84781,-3.6356,-2.099,9.2264
1808,303.15,0,0,-5,0.01147,0.14503,0.0063126,0,0.84865,-3.2159,-2.6984,10.16
2323,302.95,0.30711,0.25326,-5.8039,0.014721,0.14585,0.0063361,8.8483e-06,0.84781,-3.2159,-2.6984,9.2264
1809,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,-2.6984,-3.2159,10.16
2324,302.95,0.25693,0.30336,-5.8038,0.014721,0.14585,0.0063361,8.8493e-06,0.84781,-2.6984,-3.2159,9.2264
1810,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,-2.099,-3.6356,10.16
2325,302.95,0.19934,0.34245,-5.8041,0.014721,0.14585,0.0063361,8.8492e-06,0.84781,-2.099,-3.6356,9.2264
1811,303.15,0,0,-5,0.011471,0.14503,0.0063126,0,0.84865,-1.4358,-3.9448,10.16
2326,302.95,0.137,0.37084,-5.8043,0.014722,0.14585,0.0063361,8.849e-06,0.84781,-1.4358,-3.9448,9.2264
1763,303.15,0,0,-5,0.012065,0.14503,0.0063126,0,0.84865,-1.7012,4.674,10.16
2327,299.6,0.36812,-1.0209,-5.2928,0.014906,0.14649,0.0063651,8.7364e-06,0.84714,-1.7012,4.674,9.2264
1764,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-2.487,4.3076,10.16
2328,299.6,0.5397,-0.94179,-5.2928,0.014906,0.14649,0.0063651,8.7362e-06,0.84714,-2.487,4.3076,9.2264
1765,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-3.1972,3.8103,10.16
2329,299.6,0.6955,-0.83381,-5.2929,0.014906,0.14649,0.0063651,8.7355e-06,0.84714,-3.1972,3.8103,9.2264
1766,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-3.8103,3.1972,10.16
2330,299.6,0.83037,-0.69978,-5.293,0.014906,0.14649,0.0063651,8.7341e-06,0.84714,-3.8103,3.1972,9.2264
1767,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-4.3076,2.487,10.16
2331,299.6,0.93933,-0.54412,-5.293,0.014906,0.14649,0.0063651,8.7319e-06,0.84714,-4.3076,2.487,9.2264
1768,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-4.674,1.7012,10.16
2332,299.6,1.0192,-0.37251,-5.293,0.014906,0.14649,0.0063651,8.7296e-06,0.84714,-4.674,1.7012,9.2264
1769,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-4.8984,0.86373,10.16
2333,299.6,1.0683,-0.19012,-5.293,0.014906,0.14649,0.0063651,8.728e-06,0.84714,-4.8984,0.86373,9.2264
1770,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-4.974,-1.4766e-14,10.16
2334,299.6,1.0851,-0.0019434,-5.293,0.014906,0.14649,0.0063651,8.7274e-06,0.84714,-4.974,-8.9789e-15,9.2264
1771,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-4.8984,-0.86373,10.16
2335,299.6,1.069,0.18629,-5.293,0.014906,0.14649,0.0063651,8.7279e-06,0.84714,-4.8984,-0.86373,9.2264
1772,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-4.674,-1.7012,10.16
2336,299.6,1.0205,0.36885,-5.293,0.014906,0.14649,0.0063651,8.7294e-06,0.84714,-4.674,-1.7012,9.2264
1773,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-4.3076,-2.487,10.16
2337,299.6,0.94128,0.54075,-5.293,0.014906,0.14649,0.0063651,8.7316e-06,0.84714,-4.3076,-2.487,9.2264
1774,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-3.8103,-3.1972,10.16
2338,299.6,0.83287,0.69679,-5.293,0.014906,0.14649,0.0063651,8.7338e-06,0.84714,-3.8103,-3.1972,9.2264
1775,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-3.1972,-3.8103,10.16
2339,299.6,0.69847,0.83131,-5.2929,0.014906,0.14649,0.0063651,8.7352e-06,0.84714,-3.1972,-3.8103,9.2264
1776,303.15,0,0,-5,0.012064,0.14503,0.0063126,0,0.84865,-2.487,-4.3076,10.16
2340,299.6,0.54304,0.93984,-5.2929,0.014906,0.14649,0.0063651,8.736e-06,0.84714,-2.487,-4.3076,9.2264
1777,303.15,0,0,-5,0.012065,0.14503,0.0063126,0,0.84865,-1.7012,-4.674,10.16
2341,299.6,0.37173,1.0195,-5.2928,0.014906,0.14649,0.0063651,8.7363e-06,0.84714,-1.7012,-4.674,9.2264
1780,303.15,0,0,-5,0.011668,0.14503,0.0063126,0,0.84865,-1.5685,4.3094,10.16
2342,301.45,0.28723,-0.80245,-5.7582,0.014794,0.1461,0.0063474,8.6351e-06,0.84754,-1.5685,4.3094,9.2264
1781,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-2.293,3.9716,10.16
2343,301.45,0.42215,-0.74102,-5.7582,0.014793,0.1461,0.0063474,8.6351e-06,0.84754,-2.293,3.9716,9.2264
1782,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-2.9478,3.5131,10.16
2344,301.45,0.54516,-0.65675,-5.7582,0.014793,0.1461,0.0063474,8.6347e-06,0.84754,-2.9478,3.5131,9.2264
1783,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-3.5131,2.9478,10.16
2345,301.45,0.65186,-0.55137,-5.7583,0.014793,0.1461,0.0063474,8.6334e-06,0.84754,-3.5131,2.9478,9.2264
1784,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-3.9716,2.293,10.16
2346,301.45,0.73748,-0.42854,-5.7585,0.014793,0.1461,0.0063474,8.631e-06,0.84754,-3.9716,2.293,9.2264
1785,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-4.3094,1.5685,10.16
2347,301.45,0.79987,-0.29364,-5.7586,0.014793,0.1461,0.0063474,8.6284e-06,0.84754,-4.3094,1.5685,9.2264
1786,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-4.5163,0.79635,10.16
2348,301.45,0.83849,-0.15063,-5.7587,0.014793,0.1461,0.0063474,8.6267e-06,0.84754,-4.5163,0.79635,9.2264
1787,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-4.586,0,10.16
2349,301.45,0.85205,-0.0029086,-5.7587,0.014793,0.1461,0.0063474,8.6262e-06,0.84754,-4.586,3.6776e-15,9.2264
1788,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-4.5163,-0.79635,10.16
2350,301.45,0.83951,0.14491,-5.7587,0.014793,0.1461,0.0063474,8.6267e-06,0.84754,-4.5163,-0.79635,9.2264
1789,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-4.3094,-1.5685,10.16
2351,301.45,0.80187,0.28817,-5.7586,0.014793,0.1461,0.0063474,8.6283e-06,0.84754,-4.3094,-1.5685,9.2264
1790,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-3.9716,-2.293,10.16
2352,301.45,0.74039,0.4235,-5.7585,0.014793,0.1461,0.0063474,8.6308e-06,0.84754,-3.9716,-2.293,9.2264
1791,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-3.5131,-2.9478,10.16
2353,301.45,0.65559,0.5469,-5.7584,0.014793,0.1461,0.0063474,8.6332e-06,0.84754,-3.5131,-2.9478,9.2264
1792,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-2.9478,-3.5131,10.16
2354,301.45,0.5496,0.653,-5.7583,0.014793,0.1461,0.0063474,8.6345e-06,0.84754,-2.9478,-3.5131,9.2264
1793,303.15,0,0,-5,0.011667,0.14503,0.0063126,0,0.84865,-2.293,-3.9716,10.16
2355,301.45,0.42715,0.73811,-5.7582,0.014793,0.1461,0.0063474,8.6349e-06,0.84754,-2.293,-3.9716,9.2264
1794,303.15,0,0,-5,0.011668,0.14503,0.0063126,0,0.84865,-1.5685,-4.3094,10.16
2356,301.45,0.29264,0.80046,-5.7582,0.014794,0.1461,0.0063474,8.635e-06,0.84754,-1.5685,-4.3094,9.2264
145,293.15,0,0,0,0.017324,0.14936,0.0064838,2.2957e-05,0.84413,0,5.75,8.3302
714,295.96,-0.0028843,-0.0061197,-3.2572,0.017361,0.14863,0.006448,2.2488e-05,0.8449,0,5.362,8.3302
2357,295.96,-0.0023699,-0.0066485,-3.2572,0.017361,0.14863,0.006448,2.2488e-05,0.8449,-0.9311,5.2805,8.3302
2049,293.15,0,0,0,0.017324,0.14936,0.0064838,2.2957e-05,0.84413,-0.99848,5.6626,8.3302
2358,295.96,-0.0016312,-0.0072013,-3.2572,0.017361,0.14863,0.006448,2.2488e-05,0.8449,-1.8339,5.0386,8.3302
2036,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2956e-05,0.84413,-1.9666,5.4032,8.3302
2359,295.96,-0.00046118,-0.0076146,-3.2572,0.017361,0.14863,0.006448,2.2486e-05,0.8449,-2.681,4.6436,8.3302
2023,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2955e-05,0.84413,-2.875,4.9797,8.3302
2360,295.96,0.0012072,-0.0075389,-3.2573,0.01736,0.14863,0.006448,2.2484e-05,0.8449,-3.4466,4.1075,8.3302
2010,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2953e-05,0.84413,-3.696,4.4048,8.3302
2361,295.96,0.0030075,-0.0067042,-3.2574,0.01736,0.14863,0.006448,2.248e-05,0.8449,-4.1075,3.4466,8.3302
1997,293.15,0,0,0,0.017323,0.14936,0.0064837,2.2949e-05,0.84413,-4.4048,3.696,8.3302
2362,295.96,0.0042824,-0.005441,-3.2575,0.01736,0.14863,0.006448,2.2475e-05,0.8449,-4.6436,2.681,8.3302
1984,293.15,0,0,0,0.017323,0.14936,0.0064837,2.2943e-05,0.84413,-4.9797,2.875,8.3302
2363,295.96,0.0049895,-0.0044263,-3.2576,0.017361,0.14863,0.006448,2.2469e-05,0.8449,-5.0386,1.8339,8.3302
1971,293.15,0,0,0,0.017323,0.14936,0.0064837,2.2938e-05,0.84413,-5.4032,1.9666,8.3302
2364,295.96,0.0055652,-0.0036964,-3.2576,0.017361,0.14863,0.006448,2.2465e-05,0.8449,-5.2805,0.9311,8.3302
1958,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2934e-05,0.84413,-5.6626,0.99848,8.3302
2365,295.96,0.006131,-0.0029129,-3.2576,0.017361,0.14863,0.006448,2.2464e-05,0.8449,-5.362,-1.7264e-14,8.3302
1945,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2933e-05,0.84413,-5.75,-3.1086e-14,8.3302
2366,295.96,0.0065798,-0.0020451,-3.2576,0.017361,0.14863,0.006448,2.2465e-05,0.8449,-5.2805,-0.9311,8.3302
1932,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2934e-05,0.84413,-5.6626,-0.99848,8.3302
2367,295.96,0.0069902,-0.0010605,-3.2576,0.017361,0.14863,0.006448,2.2469e-05,0.8449,-5.0386,-1.8339,8.3302
1919,293.15,0,0,0,0.017323,0.14936,0.0064837,2.2937e-05,0.84413,-5.4032,-1.9666,8.3302
2368,295.96,0.0072079,0.00037682,-3.2575,0.01736,0.14863,0.006448,2.2474e-05,0.8449,-4.6436,-2.681,8.3302
1906,293.15,0,0,0,0.017323,0.14936,0.0064837,2.2942e-05,0.84413,-4.9797,-2.875,8.3302
2369,295.96,0.0067658,0.0022206,-3.2574,0.01736,0.14863,0.006448,2.2479e-05,0.8449,-4.1075,-3.4466,8.3302
1893,293.15,0,0,0,0.017323,0.14936,0.0064837,2.2948e-05,0.84413,-4.4048,-3.696,8.3302
2370,295.96,0.0056784,0.0037789,-3.2574,0.01736,0.14863,0.006448,2.2483e-05,0.8449,-3.4466,-4.1075,8.3302
1880,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2952e-05,0.84413,-3.696,-4.4048,8.3302
2371,295.96,0.0045782,0.0046974,-3.2573,0.017361,0.14863,0.006448,2.2486e-05,0.8449,-2.681,-4.6436,8.3302
1867,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2954e-05,0.84413,-2.875,-4.9797,8.3302
2372,295.96,0.0038161,0.0052139,-3.2572,0.017361,0.14863,0.006448,2.2487e-05,0.8449,-1.8339,-5.0386,8.3302
1854,293.15,0,0,0,0.017323,0.14936,0.0064838,2.2956e-05,0.84413,-1.9666,-5.4032,8.3302
2373,295.96,0.0033194,0.0056439,-3.2572,0.017361,0.14863,0.006448,2.2488e-05,0.8449,-0.9311,-5.2805,8.3302
1841,293.15,0,0,0,0.017324,0.14936,0.0064838,2.2957e-05,0.84413,-0.99848,-5.6626,8.3302
179,295.96,0.0028843,0.0061197,-3.2572,0.017361,0.14863,0.006448,2.2488e-05,0.8449,0,-5.362,8.3302
131,293.15,0,0,0,0.017324,0.14936,0.0064838,2.2957e-05,0.84413,0,-5.75,8.3302
713,298.93,-0.0057579,-0.034987,-5.4352,0.017383,0.14788,0.0064122,2.1872e-05,0.84569,0,4.974,8.3302
2374,298.93,-0.00060874,-0.035682,-5.4352,0.017383,0.14788,0.0064122,2.1872e-05,0.84569,-0.86373,4.8984,8.3302
2375,298.93,0.010745,0.033677,-5.4353,0.017383,0.14788,0.0064122,2.1872e-05,0.84569,-0.86373,-4.8984,8.3302
180,298.93,0.0057579,0.034987,-5.4352,0.017383,0.14788,0.0064122,2.1872e-05,0.84569,0,-4.974,8.3302
712,301.76,-0.0085665,0.10858,-6.5584,0.017396,0.14725,0.0063827,2.1755e-05,0.84634,0,4.586,8.3302
2376,301.76,-0.028593,0.10513,-6.5584,0.017396,0.14725,0.0063827,2.1755e-05,0.84634,-0.79635,4.5163,8.3302
2377,301.76,-0.011704,-0.10811,-6.5585,0.017396,0.14725,0.0063827,2.1755e-05,0.84634,-0.79635,-4.5163,8.3302
181,301.76,0.0085665,-0.10858,-6.5584,0.017396,0.14725,0.0063827,2.1755e-05,0.84634,0,-4.586,8.3302
711,304.43,-0.011286,0.43283,-6.9249,0.017414,0.14676,0.0063591,2.2446e-05,0.84686,0,4.198,8.3302
2378,304.43,-0.087762,0.42391,-6.9249,0.017413,0.14676,0.0063591,2.2446e-05,0.84686,-0.72897,4.1342,8.3302
2379,304.43,-0.065515,-0.42783,-6.9249,0.017413,0.14676,0.0063591,2.2446e-05,0.84686,-0.72897,-4.1342,8.3302
182,304.43,0.011286,-0.43283,-6.9249,0.017414,0.14676,0.0063591,2.2446e-05,0.84686,0,-4.198,8.3302
2380,304.43,-0.16111,0.40114,-6.9248,0.017413,0.14676,0.0063591,2.2446e-05,0.84686,-1.4358,3.9448,8.3302
2381,304.42,-0.2282,0.36545,-6.9247,0.017413,0.14676,0.0063591,2.2447e-05,0.84686,-2.099,3.6356,8.3302
2382,304.42,-0.28651,0.31922,-6.9247,0.017412,0.14676,0.0063591,2.2448e-05,0.84686,-2.6984,3.2159,8.3302
2383,304.42,-0.33566,0.26577,-6.925,0.017412,0.14676,0.0063591,2.2445e-05,0.84686,-3.2159,2.6984,8.3302
2384,304.42,-0.37774,0.20607,-6.926,0.017412,0.14676,0.0063591,2.2437e-05,0.84686,-3.6356,2.099,8.3302
2385,304.42,-0.41015,0.13807,-6.927,0.017413,0.14676,0.0063591,2.2427e-05,0.84686,-3.9448,1.4358,8.3302
2386,304.42,-0.42856,0.064117,-6.9274,0.017413,0.14676,0.0063591,2.2422e-05,0.84686,-4.1342,0.72897,8.3302
2387,304.42,-0.43284,-0.011372,-6.9274,0.017413,0.14676,0.0063591,2.2422e-05,0.84686,-4.198,9.9365e-15,8.3302
2388,304.42,-0.4246,-0.086518,-6.9273,0.017413,0.14676,0.0063591,2.2422e-05,0.84686,-4.1342,-0.72897,8.3302
2389,304.42,-0.40234,-0.15944,-6.927,0.017413,0.14676,0.0063591,2.2427e-05,0.84686,-3.9448,-1.4358,8.3302
2390,304.42,-0.36636,-0.22576,-6.926,0.017412,0.14676,0.0063591,2.2436e-05,0.84686,-3.6356,-2.099,8.3302
2391,304.42,-0.32107,-0.28321,-6.9251,0.017412,0.14676,0.0063591,2.2444e-05,0.84686,-3.2159,-2.6984,8.3302
2392,304.42,-0.26915,-0.33387,-6.9248,0.017412,0.14676,0.0063591,2.2447e-05,0.84686,-2.6984,-3.2159,8.3302
2393,304.42,-0.20859,-0.37684,-6.9248,0.017413,0.14676,0.0063591,2.2447e-05,0.84686,-2.099,-3.6356,8.3302
2394,304.43,-0.13985,-0.40891,-6.9249,0.017413,0.14676,0.0063591,2.2446e-05,0.84686,-1.4358,-3.9448,8.3302
2395,298.93,0.0048512,-0.035744,-5.4353,0.017383,0.14788,0.0064122,2.1872e-05,0.84569,-1.7012,4.674,8.3302
2396,298.93,0.01089,-0.034934,-5.4353,0.017383,0.14788,0.0064122,2.1871e-05,0.84569,-2.487,4.3076,8.3302
2397,298.93,0.0175,-0.032627,-5.4354,0.017382,0.14788,0.0064122,2.1869e-05,0.84569,-3.1972,3.8103,8.3302
2398,298.93,0.023812,-0.028276,-5.4356,0.017382,0.14788,0.0064122,2.1865e-05,0.84569,-3.8103,3.1972,8.3302
2399,298.92,0.028413,-0.022515,-5.4359,0.017382,0.14788,0.0064122,2.1859e-05,0.84569,-4.3076,2.487,8.3302
2400,298.92,0.031322,-0.016833,-5.4362,0.017383,0.14788,0.0064122,2.1854e-05,0.84569,-4.674,1.7012,8.3302
2401,298.93,0.033479,-0.01145,-5.4363,0.017383,0.14788,0.0064122,2.185e-05,0.84569,-4.8984,0.86373,8.3302
2402,298.93,0.034987,-0.0058092,-5.4363,0.017383,0.14788,0.0064122,2.1848e-05,0.84569,-4.974,-3.525e-15,8.3302
2403,298.93,0.035503,1.7186e-06,-5.4363,0.017383,0.14788,0.0064122,2.1849e-05,0.84569,-4.8984,-0.86373,8.3302
2404,298.92,0.035312,0.0058981,-5.4361,0.017383,0.14788,0.0064122,2.1853e-05,0.84569,-4.674,-1.7012,8.3302
2405,298.92,0.034241,0.012426,-5.4359,0.017382,0.14788,0.0064122,2.1859e-05,0.84569,-4.3076,-2.487,8.3302
2406,298.93,0.031295,0.019344,-5.4356,0.017382,0.14788,0.0064122,2.1864e-05,0.84569,-3.8103,-3.1972,8.3302
2407,298.93,0.026402,0.025133,-5.4355,0.017382,0.14788,0.0064122,2.1868e-05,0.84569,-3.1972,-3.8103,8.3302
2408,298.93,0.02093,0.029115,-5.4354,0.017383,0.14788,0.0064122,2.187e-05,0.84569,-2.487,-4.3076,8.3302
2409,298.93,0.015714,0.031778,-5.4353,0.017383,0.14788,0.0064122,2.1871e-05,0.84569,-1.7012,-4.674,8.3302
2410,301.76,-0.047347,0.097779,-6.5584,0.017395,0.14725,0.0063827,2.1755e-05,0.84634,-1.5685,4.3094,8.3302
2411,301.75,-0.063613,0.087036,-6.5584,0.017395,0.14725,0.0063827,2.1755e-05,0.84634,-2.293,3.9716,8.3302
2412,301.75,-0.076614,0.074193,-6.5585,0.017395,0.14725,0.0063827,2.1754e-05,0.84634,-2.9478,3.5131,8.3302
2413,301.75,-0.087003,0.060777,-6.5588,0.017395,0.14725,0.0063827,2.175e-05,0.84634,-3.5131,2.9478,8.3302
2414,301.75,-0.096554,0.046556,-6.5594,0.017395,0.14725,0.0063827,2.1744e-05,0.84634,-3.9716,2.293,8.3302
2415,301.75,-0.10444,0.029691,-6.5599,0.017395,0.14725,0.0063827,2.1737e-05,0.84634,-4.3094,1.5685,8.3302
2416,301.75,-0.10851,0.010683,-6.5601,0.017395,0.14725,0.0063827,2.1732e-05,0.84634,-4.5163,0.79635,8.3302
2417,301.75,-0.10862,-0.0086363,-6.5602,0.017395,0.14725,0.0063827,2.1731e-05,0.84634,-4.586,7.2997e-15,8.3302
2418,301.75,-0.1055,-0.027699,-6.5601,0.017395,0.14725,0.0063827,2.1732e-05,0.84634,-4.5163,-0.79635,8.3302
2419,301.75,-0.098503,-0.045935,-6.5599,0.017395,0.14725,0.0063827,2.1737e-05,0.84634,-4.3094,-1.5685,8.3302
2420,301.75,-0.087899,-0.061536,-6.5594,0.017395,0.14725,0.0063827,2.1743e-05,0.84634,-3.9716,-2.293,8.3302
2421,301.75,-0.075899,-0.074041,-6.5588,0.017395,0.14725,0.0063827,2.175e-05,0.84634,-3.5131,-2.9478,8.3302
2422,301.75,-0.063403,-0.085328,-6.5586,0.017395,0.14725,0.0063827,2.1753e-05,0.84634,-2.9478,-3.5131,8.3302
2423,301.75,-0.048704,-0.095687,-6.5585,0.017395,0.14725,0.0063827,2.1754e-05,0.84634,-2.293,-3.9716,8.3302
2424,301.76,-0.031201,-0.10368,-6.5585,0.017395,0.14725,0.0063827,2.1755e-05,0.84634,-1.5685,-4.3094,8.3302
146,293.15,0,0,0,0.019878,0.15104,0.006537,4.1766e-05,0.84238,0,5.75,7.4699
718,296.78,-0.0068758,0.16882,-3.4675,0.019854,0.15009,0.0064912,4.1088e-05,0.84338,0,5.362,7.4699
2425,296.78,-0.036728,0.16493,-3.4675,0.019854,0.15009,0.0064912,4.1088e-05,0.84338,-0.9311,5.2805,7.4699
2048,293.15,0,0,0,0.019878,0.15104,0.006537,4.1766e-05,0.84238,-0.99848,5.6626,7.4699
2426,296.78,-0.065302,0.15579,-3.4674,0.019854,0.15009,0.0064912,4.1087e-05,0.84338,-1.8339,5.0386,7.4699
2035,293.15,0,0,0,0.019878,0.15104,0.006537,4.1764e-05,0.84239,-1.9666,5.4032,7.4699
